Key,T1,T2,T3
0_0,0.08419163,0.5080799,0.82654095
0_1,0.33782995,0.6485691,0.67126024
0_2,0.7410917,0.4143217,0.44758207
0_3,0.15226854,0.7353178,0.6170633
0_4,0.38535485,0.59822977,0.6893594
0_5,0.7022108,0.49803528,0.4518419
1_0,0.17076606,0.44621614,0.8325443
1_1,0.22305642,0.7228177,0.62940454
1_2,0.58532816,0.5688757,0.55097514
