Key,T1,T2,T3,T4
0_0,0.5159450803006269,0.513410128003924,0.48426005312359716,0.36542571918552136
1_0,0.43692896307739804,0.464697409065304,0.5544736187751519,0.47244828672831596
2_0,0.30241287663546373,0.36126882079867756,0.5001052301968595,0.6162179674943631
3_0,0.1224330056475133,0.13150008183103423,0.2367959209561681,0.9329852627998471
4_0,0.2733065547918549,0.5490943217732164,0.5870789469741193,0.44381795946209146
5_0,0.45436446013900167,0.4888455044110358,0.5340756922987814,0.423572506861152
6_0,0.2857589499075779,0.3807907522131865,0.6608937058760815,0.4984713635873371
7_0,0.5244118000619411,0.47578350199479535,0.43698771904381395,0.44003618288681356
8_0,0.6353002024800831,0.47984631613309603,0.462385458109451,0.3130036988893049
9_0,0.45166610383853384,0.5259890791062276,0.5400565206270875,0.37883429074953767
10_0,0.5559472868680054,0.5083700900141768,0.4783504421109969,0.31834187420428045
11_0,0.5580339090157046,0.42335052802676004,0.500610700280119,0.40382474889267167
12_0,0.4116026764245604,0.5305288731491427,0.5448680560367071,0.43434752987062253
13_0,0.2657164666154073,0.6929464148897169,0.49659862901581453,0.40078056552610786
14_0,0.6093481077276274,0.5126117859070666,0.48261506703642765,0.24939512838557876
15_0,0.3861272841772841,0.46121739237866094,0.530168674646118,0.49724074735616325
